idnumber,title,artistcalc,datemade,materials,measurement
1992.4.101,"Other Things Seen, Other Things Heard","Cha, Theresa Hak Kyung",1978,21 black and white negatives.,1 1/2 x 6 in.
1992.4.102,"Other Things Seen, Other Things Heard (photographs)","Cha, Theresa Hak Kyung",1978,12 black-and-white photographs,8 x 10 in.
1992.4.103,"Other Things Seen, Other Things Heard","Cha, Theresa Hak Kyung",1978,25 black and white photocopies.,8 1/2 x 11 in.
1992.4.104,White Dust From Mongolia,"Cha, Theresa Hak Kyung",1980,15 strips of black and white negatives. 76 images.,1 1/2 x 9 in.
1992.4.105,White Dust From Mongolia (film),"Cha, Theresa Hak Kyung",1980,"16mm, 30 min., 24 frames per second?",
1992.4.106,"Other Things Seen, Other Things Heard (slides)","Cha, Theresa Hak Kyung",1978,48 black-and-white slides,0 x 0 in.
1992.4.107,"Other Things Seen, Other Things Heard (slides)","Cha, Theresa Hak Kyung",1978,29 black and white slides.,0 x 0 in.
1992.4.108,"Other Things Seen, Other Things Heard (slides)","Cha, Theresa Hak Kyung",1978,8 black and white slides.,0 x 0 in.
1992.4.109,"Other Things Seen, Other Things Heard (slides)","Cha, Theresa Hak Kyung",1978,3 black and white slides.,0 x 0 in.
1992.4.110,"Other Things Seen, Other Things Heard (slides)","Cha, Theresa Hak Kyung",1978,9 black and white slides.,0 x 0 in.
1992.4.111,Exilee (video),"Cha, Theresa Hak Kyung",1980,3M UCA 60. Videocassette Color Plus. 1 video cassette. Submaster. Channel II audio only. Long Beach Museum of Art Annex Station June 1987. 50 min,
1992.4.112,Exilee (video),"Cha, Theresa Hak Kyung",,3M UCA 60 Videocassette Color Plus. 1 video cassette. Dub. 3rd generation. Channel II audio only. Long Beach Museum of Art Station Annex June 1987.,
1992.4.113,Perte Loss,"Cha, Theresa Hak Kyung",1979,Typewritten text on paper. Handwritten additions in pencil. 3 pages.,11 x 8 1/2 in.
1992.4.114,Perte Loss,"Cha, Theresa Hak Kyung",1979,"Black pen on paper, 2 pages. Black pen on lined paper, 1 page. Typewritten text, black pen, blue pen , pencil on paper, 1 page.",11 x 8 1/2 in.
1992.4.115,Perte Loss,"Cha, Theresa Hak Kyung",1979,Photocopy. (2 copies),11 x 8 1/2 in.
1992.4.116,Perte Loss,"Cha, Theresa Hak Kyung",1979,Photocopy.,11 x 8 1/2 in.
1992.4.117,Perte Loss,"Cha, Theresa Hak Kyung",1979,Typewritten text and pencil on orange paper. 2 pages.,11 x 8 1/2 in.
1992.4.118,"Untitled (august-september, 1976, oakland)","Cha, Theresa Hak Kyung",1976,"10 pages of typewritten text on paper. Hand additions in pencil, black pen, blue pen.",11 x 8 1/2 in.
1992.4.119,Exilee,"Cha, Theresa Hak Kyung",1980,Pencil on paper. 1 page. Black pen on yellow paper. 1 page.,11 x 8 1/2 in.
1992.4.120,Passages Paysages,"Cha, Theresa Hak Kyung",1978,11 black and white photographs,8 x 10 in.
1992.4.121,Untitled (the sand grain story),"Cha, Theresa Hak Kyung",1980,Typewritten text on paper. A black and white photograph is attached to the paper. Photocopy. (20 copies). 2 photocopies. Signed and dated in pencil.,14 x 8 1/2 in.
1992.4.122,Reveille Dans La Brume (slides),"Cha, Theresa Hak Kyung",1977,"51 black/white slides, 4 color slides and 3 black/white slides with hand additions in red paint in an Eastman Kodak Carousel 80 slide tray.",0 x 0 in.
1992.4.123,Reveille Dans La Brume (slides),"Cha, Theresa Hak Kyung",1977,"55 black/white slides, 3 color slides, 3 black/white slides with hand additions in red paint in an Eastman Kodak Carousel Universal slide tray.",0 x 0 in.
1992.4.124,Reveille Dans La Brume (slides),"Cha, Theresa Hak Kyung",1977,11 black and white slides and 14 color slides.,0 x 0 in.
1992.4.125,Reveille Dans La Brume (slides),"Cha, Theresa Hak Kyung",1977,4 color slides.,0 x 0 in.
1992.4.126,Reveille Dans La Brume (slides),"Cha, Theresa Hak Kyung",1977,2 black and white slides and 8 color slides.,0 x 0 in.
1992.4.127,Exilee (slides),"Cha, Theresa Hak Kyung",1980,41 black and white slides and 24 color slides in an Eastman Kodak Carousel Transvue 140 slide tray.,0 x 0 in.
1992.4.128,Exilee (slides),"Cha, Theresa Hak Kyung",1980,38 black and white slides and 27 color slides in an Eastman Kodak Carousel Transvue 80 slide tray.,0 x 0 in.
1992.4.129,Passages Paysages (slides),"Cha, Theresa Hak Kyung",1978,45 black and white slides in an Eastman Kodak Carousel Transvue 80 slide tray.,0 x 0 in.
1992.4.130,Passages Paysages (slides),"Cha, Theresa Hak Kyung",1978,55 black and white slides in an Eastman Kodak Carousel Transvue 140 slide tray.,0 x 0 in.
1992.4.131,"Faire- Part, documentation","Cha, Theresa Hak Kyung",1976,30 color slides.,0 x 0 in.
1992.4.132,"Faire- Part, documentation","Cha, Theresa Hak Kyung",1976,8 color slides.,0 x 0 in.
1992.4.133,The Word,"Cha, Theresa Hak Kyung",1975,9 color slides. 5 color photographs,4 x 6 in.
1992.4.134,Tracing Letters on First Falling Snow (slides),"Cha, Theresa Hak Kyung",1975,10 color slides. 5 color photographs,4 x 6 in.
1992.4.135,Repetitive Pattern (slide),"Cha, Theresa Hak Kyung",1975,1 color slide.,0 x 0 in.
1992.4.136,Untitled (artist book) (slides),"Cha, Theresa Hak Kyung",1977,54 color slides.,0 x 0 in.
1992.4.137,Earth,"Cha, Theresa Hak Kyung",1976,Artist's book. Soft bound. 45 pages.,11 x 8 1/2 in.
1992.4.138,Earth,"Cha, Theresa Hak Kyung",1976,20 sheets black letter press on paper; 24 sheets typewritten text on paper.,11 x 8 1/2 in.
1992.4.139,Journee,"Cha, Theresa Hak Kyung",1976,Artist's book. Soft bound. Black pen and stenciled letters in pencil on white paper. 7 pages.,9 3/4 x 10 in.
1992.4.140,Journee,"Cha, Theresa Hak Kyung",1976,Artist's book. Soft bound. Pages are black pen and stenciled letters in pencil on white paper. 7 pages.,9 3/4 x 10 in.
1992.4.141,Untitled (Umbrella),"Cha, Theresa Hak Kyung",nd,Super-8.  24 frames per second. 3 minutes.,
1992.4.142,Untitled (vide),"Cha, Theresa Hak Kyung",1976,typewritten text on paper,11 x 8 1/2 in.
1992.4.143,Untitled,"Cha, Theresa Hak Kyung",1976,Black pen on a sheet of paper. Folded. 4 pages.,12 x 9 in.
1992.4.144,Untitled (Empreinte),"Cha, Theresa Hak Kyung",1976,Typewritten text on paper.,11 x 8 1/2 in.
1992.4.145,Untitled (wash wash exhale),"Cha, Theresa Hak Kyung",1974-1975,typewritten text on paper with hand additions in black pen,11 x 8 1/2 in.
1992.4.146,Untitled (ah ah ah ah ah ah),"Cha, Theresa Hak Kyung",1974-1975,"typewritten text on paper, 2 pages",11 x 8 1/2 in.
1992.4.147,Untitled (coming its thecoming fair islands),"Cha, Theresa Hak Kyung",1974-1975,Typewritten text on paper.,11 x 8 1/2 in.
1992.4.148,Nova Scotia College of Art & Design. Lecture,"Cha, Theresa Hak Kyung",1982,Handwritten text on brown paper. 16 pages. Photocopy. 16 pages.,12 x 8 1/2 in.
1992.4.149,Nova Scotia College of Art & Design. Lecture. (slides),"Cha, Theresa Hak Kyung",1982,"33 color slides, 7 black and white slides, 3 slide frames with silver covering.",0 x 0 in.
1992.4.150,Nova Scotia College of Art & Design. Lecture. (slides),"Cha, Theresa Hak Kyung",1982,"34 color slides, 5 black and white slides, 5 slide frames with silver covering.",0 x 0 in.
1992.4.151,Journee,"Cha, Theresa Hak Kyung",1977,Artist's book. Soft bound. Black press type letters on white paper. 7 pages.,10 x 10 in.
1992.4.152,Untitled (august/september 1976),"Cha, Theresa Hak Kyung",1976,"Typewritten text and handwritten text in black pen and pencil on white paper, graph paper and blue paper. 9 sheets of paper.",11 3/4 x 8 1/4 in.
1992.4.153,Untitled (journal/ diary),"Cha, Theresa Hak Kyung",1976,Nissho note notebook with handwritten entries in pen and pencil. 44 pages. Handwritten text in pen and pencil on loose white paper. 16 pages.,10 x 7 in.
1992.4.154,"Untitled (Sept,Oct,Nov,Dec)","Cha, Theresa Hak Kyung",1976,"Typewritten text on white, blue and yellow paper. Hand additions in pen and pencil. 13 sheets. Handwritten text in pen and pencil on paper. 3 sheet",11 x 8 1/2 in.
1992.4.155,Untitled (Avril),"Cha, Theresa Hak Kyung",1976,Typewritten text on yellow paper. Hand additions in pencil and colored pencil. 3 sheets.,11 x 8 1/2 in.
1992.4.156,Untitled (January),"Cha, Theresa Hak Kyung",1976,Typewritten text on paper.,12 x 8 3/4 in.
1992.4.157,Untitled (1967/1968),"Cha, Theresa Hak Kyung",1967-1968,"typewritten text on paper, 11 sheets; handwritten text in black and blue pen on paper, 7 sheets",11 x 8 1/2 in.
1992.4.158,Untitled (august),"Cha, Theresa Hak Kyung",nd,Handwritten text in black pen and pencil on lined paper. Both sides.,10 1/2 x 8 in.
1992.4.159,Untitled (Amsterdam 28 June 1976),"Cha, Theresa Hak Kyung",1976,Typewritten text on paper. Both sides.,11 3/4 x 8 1/4 in.
1992.4.160,Missing Page,"Cha, Theresa Hak Kyung",1976,Typewritten text on paper.,11 3/4 x 8 1/4 in.
1992.4.161,Untitled (le 22 juillet),"Cha, Theresa Hak Kyung",1976,Handwritten text in pencil on paper.,11 3/4 x 8 1/4 in.
1992.4.162,Passages Paysages,"Cha, Theresa Hak Kyung",1978,Typewritten text on paper.,11 x 8 1/2 in.
1992.4.163,Reveille Dans La Brume,"Cha, Theresa Hak Kyung",1977,6 photocopies.,11 x 8 1/2 in.
1992.4.164,L'Image Concrete feuille L'Objet Abstrait,"Cha, Theresa Hak Kyung",1976,Black press type on paper. 12 sheets of paper.,11 3/4 x 8 1/4 in.
1992.4.165,"Paths, MFA Thesis, Theresa Hak Kyung Cha, May, 1978","Cha, Theresa Hak Kyung",1978,Typewritten text on paper. 6 pages. Photocopy. 6 pages. (2 copies),11 x 8 1/2 in.
1992.4.166,Untitled (the sand grain story),"Cha, Theresa Hak Kyung",1980,Typewritten text on beige heavy stock paper. Handwritten additions in pencil.,11 x 8 1/2 in.
1992.4.167,Untitled (Theresa and family),"Cha, Theresa Hak Kyung",7481,11 color slides.,0 x 0 in.
1992.4.168,Untitled (slides),"Cha, Theresa Hak Kyung",1980,4 color slides.,0 x 0 in.
1992.4.169.a-h,untitlted photograph (A Ble Wail),"Cha, Theresa Hak Kyung",1975,"black-and-white 35mm negatives, eight strips, forty exposures",1 1/2 x 9 in.
1992.4.170,Untitled (Hand Hearing),"Cha, Theresa Hak Kyung",1976,Stenciled black letters on burlap. The edges are sewn closed with white thread.,14 1/2 x 14 in.
1992.4.171.a-b,Passages Paysages (video),"Cha, Theresa Hak Kyung",1978,Sony Video Tape V-30H for Helical Scan Video Tape Recorders. 2 videotapes. Reel to Reel. Master.,
1992.4.172.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",1978,Scotch MBU Series. MBU 15S. Video Cassette. 3 video cassettes. Dubbed.,
1992.4.173.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",1978,Sony KCA-60BRS. Video cassette. 3 video cassettes. Copy. Mono. NTSC. Matrix 137 UAM.,
1992.4.174.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",,Sony KCA-60BRS. Video cassette. 3 video cassettes. Copy. Mono. NTSC. Matrix 137 UAM.,
1992.4.175.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",1978,"3M MBR 20s. 3 video cassettes. LBMAVIDEO. TBC dub from master with audio. June 5, 1987.",
1992.4.176.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",1987,Sony XBR KCA-30XBR. 3 video cassettes. Dub- 2x loop. Copy. Mono. NTSC. Long Beach Museum Station Annex June 1987.,
1992.4.177.a-c,Passages Paysages (video),"Cha, Theresa Hak Kyung",1978,Scotch High Energy. UCA60. 3 color video cassettes. Copy.,
