idnumber,title,artistcalc,datemade,materials,measurement
1995.46.12.45,"Untitled (Correspondence from Marianne Buchler to Tom Marioni/MOCA). August 15, 1980.","Buchler-Schild, Marianne",1980,Holographic letter. Folded. Blue felt pen on Marianne Buchler stationery.,8 1/4 x 5 3/4 in.
1995.46.12.46,"Untitled (Correspondence from Marianne Buchler-Schild to Tom Marioni/MOCA). June 18, 1980.","Buchler-Schild, Marianne",1980,Hololgraphic letter. Black felt pen on Marianne Buchler-Schild stationery. Unpaginated. 2 pages.,11 3/4 x 8 1/4 in.
1995.46.12.47,"Untitled (Correspondence from Jane Hall to Tom Marioni/MOCA). October 20, 1980.","Hall, Jane",1980,Letter. Black typescript on tan paper.,9 x 5 3/4 in.
1995.46.12.48,"UNIVERSITY ART MUSEUM, University of California, Berkeley, California. PERFORMANCE AGREEMENT. October 17, 1980.","Marioni, Tom",1980,Performance agreement. Photocopy. Corner stapled. Printed black on white paper. 3 pages.,11 x 8 1/2 in.
1995.46.12.49,Untitled (Correspondence from Petr Stembera to Tom Marioni/MOCA). 1980.,"Štembera, Petr",1980,Holographic letter. Blue ball point pen on color postcard.,4 1/2 x 6 3/4 in.
1995.46.12.50.a-b,Untitled (Correspondence from Hanne Lauridsen to Tom Marioni/MOCA). 1980.,"Lauridsen, Hanne",1980,Holographic letter with envelope. Black felt pen on page from The Daily Guardian.,16 1/2 x 12 in.
1995.46.12.51,"Untitled (Correspondence from Margarete Roeder to Tom Marioni/MOCA). September 1, 1980.","Roeder, Margarete",1980,Letter. Black typescript on Margarete Roeder Fine Arts Stationery.,11 x 8 1/2 in.
1995.46.12.52,"Untitled (Correspondence from Paule Anglim to Tom Marioni/MOCA). September 4, 1980.","Anglim, Paule","September 4, 1980",Letter. Black typescript on Gallery Paule Anglim stationery.,11 x 8 1/2 in.
1995.46.12.53,"Untitled (Correspondence from Alan Sonfist to Tom Marioni/MOCA). September 12, 1980.","Sonfist, Alan",1980,Letter. Black typescript on white paper.,11 x 8 1/2 in.
1995.46.12.54,"Untitled (Correspondence from Jeanette Ingberman to Tom Marioni/MOCA). November 4, 1980.","Ingberman, Jeanette","November 4, 1980",Holographic letter. Black felt pen on brown paper.,11 x 8 1/2 in.
1995.46.12.55,"Untitled (Correspondence from Carl Loeffler to Tom Marioni/MOCA). November 6, 1980.","Loeffler, Carl E.","November 6, 1980",Letter. Black typescript and black felt pen on whitepaper.,11 x 8 1/2 in.
1995.46.12.56,"Untitled (Correspondence from Jean-Christophe Ammann to Tom Marioni/MOCA). September 1, 1980.","AMMANN, Jean-Christophe (Kunsthalle basel)",1980,Letter. Photocopy. Printed black on Kunsthalle basel stationery.,11 3/4 x 8 1/4 in.
1995.46.12.57,"Untitled (Correspondence from Jean-Hubert Martin to Tom Marioni/MOCA). September 11, 1980.","Martin, Jean-Hubert",1980,Letter. Black typescript on Centre Georges Pompidou stationery.,11 3/4 x 8 1/4 in.
1995.46.12.58,"Untitled. October 1, 1980.","Marioni, Tom; Lenherr, Niklaus",1980,Collage. Mixed media on white paper.,11 x 8 1/2 in.
1995.46.12.59,"LOAN RECEIPT. November 5, 1980.","Coyle, Jacob",1980,Loan receipt. Black typescript on Loan receipt form.,11 x 8 1/2 in.
1995.46.12.60.a-b,"Untitled (Correspondence from Herschel B. Chipp to Tom Marioni/MOCA). November 20, 1980.","Chipp, Herschel B.","November 20, 1980","Letter and Internship Program description sheet. Letter:  Black typescript on University of California, Berkeley stationery. Description sheet:  Mimeographed. Printed black on University of California, Berkeley stationery.",11 x 8 1/2 in.
1995.46.12.61,Untitled (Correspondence from John Turner to Tom Marioni/MOCA).,"Turner, John",,Holographic letter. Black ball point pen on photocopy.,11 x 8 1/2 in.
1995.46.12.62,"Untitled (Correspondence from Kenneth Liberman to Marina Abramovic and Tom Marioni/MOCA). October 14, 1980.","Liberman, Kenneth",1980,Letter. Black typescript on NHAAAA stationery.,11 x 8 1/2 in.
1995.46.12.63,"Untitled (Correspondence from Goran Dordevic to Tom Marioni/MOCA). December 9, 1980.","Dordevic, Goran","December 9, 1980",Holographic letter. Red felt pen on aeorogramme.,11 1/2 x 6 in.
1995.46.12.64.a-b,"Untitled (Correspondence from Elka Spoerri to Tom Marioni/MOCA). December 17, 1980.","Spoerri, Elka",1980,Holographic letter with envelope. Blue ball point pen on color postcard.,6 x 4 in.
1995.46.12.65,Untitled (Correspondence from Marianne Breustedt to Tom Marioni/MOCA). December 1980.,"Breustedt, Marianne",1980,Letter. Mimeographed. Printed purple on white paper.,11 3/4 x 8 1/4 in.
1995.46.12.66,"Untitled (Correspondence from Thomas H. Garver to Tom Marioni/MOCA). December 15, 1980.","Garver, Thomas H.",1980,Letter. Black typescript on Madison Art Center stationery.,11 x 8 1/2 in.
1995.46.12.67,"Untitled (Correspondence from Constance Lewallen to Tom Marioni/MOCA). December 18, 1980.","Lewallen, Constance",1980,"Letter. Black typescript on University of California, Berkeley stationery.",8 1/2 x 5 1/2 in.
1995.46.12.68,"Untitled (Correspondence from Marion Gray to to Tom Marioni/MOCA and Kathan). November 20, 1980.","Gray, Marion",1980,Holographic letter. Black felt pen on Marion Gray Photography stationery.,11 x 8 1/2 in.
1995.46.12.69,Untitled (Correspondence from Linda Montano to Tom Marioni/MOCA).,"Montano, Linda",,"Holographic letter. Black ball point pen on PERFORMING ARTS FORUM, THE PERFORMANCE GALLERY,. 1980/1981 SEASON brochure.",11 1/2 x 5 1/4 in.
1995.46.12.70,"Untitled (Correspondence from Gloriamalia Flores to Tom Marioni/MOCA). November 24, 1980.","Flores, Gloriamalia",1980,Letter. Black typescript on California Arts Council stationery.,11 x 8 1/2 in.
1995.46.12.71,"Untitled (Correspondence from Constance Lewallen to Tom Marioni/MOCA). November 14, 1980.","Lewallen, Constance",1980,"Letter. Black typescript on University of California, Berkeley stationery.",11 x 8 1/2 in.
1995.46.12.72,"Untitled (Correspondence from Jean-Christophe Ammann to Tom Marioni/MOCA). July 23, 1980.","AMMANN, Jean-Christophe (Kunsthalle basel)",1980,Holographic letter. Blue ball point pen on kunsthalle basel card.,4 x 5 3/4 in.
1995.46.12.73,Untitled (Correspondence from Petr Stembera to Tom Marioni/MOCA).,"Štembera, Petr",,Holographic letter. Blue ball point pen on color postcard.,4 x 5 1/2 in.
1995.46.13,MOCA Correspondence File 1981. 1981.,"Marioni, Tom",1981,File folder containing 79 pieces of correspondence.,
1995.46.13.1,Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA).,"Fox, Terry",,Drawing. Blue felt pen on newsprint.,8 1/2 x 11 in.
1995.46.13.2,Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA).,"Fox, Terry",,Holographic letter with envelope. Black felt pen on postcard. A picture is mounted on the postcard.,4 x 5 3/4 in.
1995.46.13.3,"Untitled (Correspondence from Jasper Johns to Tom Marioni/MOCA). January 23, 1981.","Johns, Jasper","January 23, 1981",Letter. Black typescript on Foundation for Contemporary Performance Arts Inc. stationery.,11 x 8 1/2 in.
1995.46.13.4,"Untitled (Correspondence from Gordon Ray to Tom Marioni/MOCA). March 26, 1981.","Ray, Gordon N.","March 26, 1981",Letter and brochure. Letter:  Black typescript on John Simon Guggenheim Memorial Foundation stationery. Brochure: Wrappers. Staple bound. 26 pages.,11 x 8 5/8 in.
1995.46.13.5,"Untitled (Correspondence from G. Thomas Tanselle to Tom Marioni/MOCA). April 9, 1981.","Tanselle, G. Thomas","April 9, 1981","1 letter, 1 memorandum, and 1 information sheet. Letter:  Black typescript on John Simon Guggenheim Memorial Foundation stationery. Memorandum:  Black typescript on John Simon Guggenheim Memorial Foundation stationery. Information sheet:  Black typescript on John Simon Guggenheim Memorial Foundation stationery.",11 x 8 1/2 in.
1995.46.13.6,"Untitled (Correspondence from Gordon N. Ray to Tom Marioni/MOCA). February 21, 1981.","Ray, Gordon N.","February 21, 1981",Letter and Estimated budget form. Letter:  Black typescript on John Simon Guggenheim Memorial Foundation stationery. Estimated budget form:  Graphite on Estimated Budget form.,11 x 8 1/2 in.
1995.46.13.7,"Untitled (Correspondence from G. thomas Tanselle to Tom Marioni/MOCA). April 24, 1981.","Tanselle, G. Thomas","April 24, 1981",Letter. Black typescript on John Simon Guggenheim Memorial Foundation stationery.,11 x 8 1/2 in.
1995.46.13.8,Memorandum to Recipients of Guggenheim Fellowships.,John Simon Guggenheim Memorial Foundation,,Memorandum. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.9,"Memorandum to 1981 Fellos. May 21, 1981.","Judge, Mary","May 21, 1981",Memorandum. Black typescript on photocopy?,11 x 8 1/2 in.
1995.46.13.10,"Untitled (Correspondence from Gordon N. Ray to Tom Marioni/MOCA). August 28, 1981.","Ray, Gordon N.","August 28, 1981",Letter. Black typescript on John Simon Guggenheim Memorial Foundation stationery.,11 x 8 1/2 in.
1995.46.13.11,"Untitled (Correspondence from Gordon N. Ray to Tom Marioni/MOCA). September 9, 1981.","Ray, Gordon N.","September 9, 1981",Letter. Black typescript on John Simon Guggenheim Memorial Foundation stationery.,11 x 8 1/2 in.
1995.46.13.13,"Untitled (Correspondence from Michael haerdter to Tom Marioni/MOCA). November 11, 1981.","Haerdter, Michael",1981,Letter. Black typescript on Kunstlerhaus Bethanien stationery.,11 3/4 x 8 1/4 in.
1995.46.13.14,"BINDING LIGHT. Tim Palmer  Paul Douglas. new work. SOMERSAULT STUDIO, SAN FRANCISCO, CA. NOVEMBER 20, 1981.","Palmer, Tim; Douglas, Paul","NOVEMBER 20, 1981",Announcement card. Printed black on white glossy card stock.,6 x 7 in.
1995.46.13.15,"ZWIAZEK POLSKICH ARTYSTOW PLASTYKOW. galeria x, Wroclaw, Poland. 9-20.8.1981. <>. TIM JONES.","Jones, Tim",1981,Flyer. Printed black on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.16,"Untitled (Correspondence from Helen L. Sause to Tom Marioni/MOCA). November 2, 1981.","Sause, Helen L.","November 2, 1981",Letter. Black typescript on San Francisco Redevelopment Agency stationery.,11 x 8 1/2 in.
1995.46.13.17,"Untitled (Correspondence from Helen L. Sause to Tom Marioni/MOCA). October 29, 1981.","Sause, Helen L.","October 29, 1981",Letter. Black typescript on San Francisco Redevelopment Agency stationery.,11 x 8 1/2 in.
1995.46.13.18,Untitled (Correspondence from Richard Ehrenberger to Tom Marioni/MOCA).,"Ehrenberger, Richard",,Letter / Auction Fact Sheet for Donors. Blue ball point pen on photocopy.,11 x 8 1/2 in.
1995.46.13.19,"Untitled (Correspondence from Tom Marioni/MOCA to John Neff). June 1, 1981.","Marioni, Tom",1981,Letter. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.20,Untitled (Correspondence from Jeff to Tom Marioni/MOCA).,,,"Holographic letter / Biography. Corner stapled. Black typescript and black felt pen on white paper and photocopy, printed black on white paper. Unpaginated. 2 pages.",11 x 8 1/2 in.
1995.46.13.21,"Untitled (Correspondence from Allon Schoener to Tom Marioni/MOCA).  June 30, 1981.","Schoener, Allon","June 30, 1981",Letter and biography. Black typescript on Allon Schoener Associates stationery. Unpaginated. 2 pages. Biography:  Corner stapled. Photocopy. Printed black on white paper. 3 pages.,11 x 8 1/2 in.
1995.46.13.22,"Untitled (Correspondence from Jerri Allyn to Tom Marioni/MOCA). June 26, 1981.","ALLYN, Jerri",1981,Holographic letter and mail art statement with envelope. Letter:  Black typescript and black felt pen on the Woman’s Building stationery. Mail art statement:  Photocopy. Printed black on pink paper.,11 x 8 1/2 in.
1995.46.13.23,"Untitled (Correspondence from Primo Ghirardelli to Tom Marioni/MOCA). May 22, 1981.","Ghirardelli, Primo",1981,Letter with envelope. Photocopy. Printed black on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.24,Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). 1981.,"Mannucci, Maurizio",1981,Letter and 2 cards with envelope. Letter:  Black ball point pen on photocopy. Card 1 (mela post card book):  Printed black on white glossy card stock. Printed on both sides. Card 2 (controradio  zonaradio):  Printed brown on white card stock.,6 1/4 x 8 1/4 in.
1995.46.13.25,"APRONS DELIGHT #7. An Art in Public Places Exhibition of Posters by Jerri Allyn and Mail Art by Hundreds in Restaurants and the Woman’s Building Galleries, LA, CA. June - Aug. ‘81.","ALLYN, Jerri",1981,Announcement card. Printed black on white card stock with red felt pen and black ball point pen additions.,7 x 4 1/4 in.
1995.46.13.26,Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA).,"Mannucci, Maurizio",,Letter. Black ball point pen on photocopy.,8 3/4 x 7 in.
1995.46.13.27,Untitled (Correspondence from Maurizio Nannucci to Tom Marioni/MOCA). autumn 1980.,"Mannucci, Maurizio",1980,Holographic letter. Black ball point pen on photocopy.,11 3/4 x 8 1/4 in.
1995.46.13.28,Untitled (Correspondence from John F. Anderson to Tom Marioni/MOCA). 1981.,"Anderson, John F.",1981,Holographic letter with envelope. Blue ball point pen on blue lined white paper.,11 x 8 1/2 in.
1995.46.13.29,Untitled. 1981.,"Marioni, Paul",1981,Mail art / collage. Mixed media on cardboard. 1 rubber stamp.,4 1/4 x 5 3/4 in.
1995.46.13.30,Untitled (Correspondence from Johnie van Droffelaar to Tom Marioni/MOCA). 1981.,,1981,Holographic letter. Blue ball point pen on postcard.,4 x 5 3/4 in.
1995.46.13.31,"CORRESPONDENCE ART. CONTEMPORARY ARTS PRESS, SAN FRANCISCO, CALIFORNIA. SPECIAL OFFER $10.00 PREPUBLICATION. 1981.","Loeefler, Carl",1981,Announcement card / holographic letter. Printed black on orange card stock with black ball point pen additions on the verso. 1 rubber stamp on the verso.,5 1/2 x 8 1/2 in.
1995.46.13.32,"Untitled (Correspondence from Paul Rutkovsky to Tom Marioni/MOCA). May 14, 1981.","Rutkovsky, Paul",1981,Letter. Black typescript on PMVI stationery and black typescript on photocopy with purple felt pen additions. 2 rubber stamps. 2 pages.,11 x 8 1/2 in.
1995.46.13.33,Untitled (Correspondence form Robert Filliou to Tom Marioni/MOCA). March 1981.,"Filliou, Robert",March 1981,Holographic letter. Blue ball point pen on postcard. 1 rubber stamp.,4 x 6 in.
1995.46.13.34,"Untitled (Correspondence from Bernhard Miller to Tom Marioni/MOCA). October 9, 1980.","MILLER, Bernhard","October 9, 1980",Holographic letter and color photocopy with envelope. Letter:  Black typescript on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.35,"Untitled (Correspondence from Francis Shishim to Tom Marioni/MOCA). April 14, 1981.","Shishim, Francis",1981,Letter. Black typescript on Astro Artz stationery.,11 x 8 1/2 in.
1995.46.13.36,"Untitled (Correspondence from Nicolo Panepinto to Tom Marioni/MOCA). March 20, 1981.","Panepinto, Nicolo","March 20, 1981",Letter. Black typescript on Contemporary Personalities stationery.,11 3/4 x 8 1/4 in.
1995.46.13.37,Untitled (Correspondence from Jim Melchert to Tom Marioni/MOCA).,"Melchert, Jim",,Letter. Black typescript and blue ball point pen on National Endowment for the Arts stationery.,11 x 8 1/2 in.
1995.46.13.38,"Untitled (Correspondence from William Morrow to Tom Marioni/MOCA). March 11, 1981.","Morrow, William",1981,Letter. Black typescript on William Morrow stationery.,11 3/4 x 8 1/4 in.
1995.46.13.39,"Untitled (Correspondence from Sheila David to Tom Marioni/MOCA). March 9, 1981.","David, Sheila",1981,Letter. Black typescript and blue ball point pen on Sheila David stationery.,11 3/4 x 8 1/4 in.
1995.46.13.40,"Untitled (Correspondence from Toni to Tom Marioni/MOCA). March 1, 1981.","Gerber, Toni (Galerie Toni Gerber)",1981,Holographic letter with envelope. black ball point pen on gray lined white paper.,11 3/4 x 8 1/4 in.
1995.46.13.41,"Untitled (Correspondence from Tom Marioni/MOCA to Kathan Brown). September 30, 1980.","Marioni, Tom","September 30, 1980",Letter. Corner stapled. Carbon copy. Printed black on white paper. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.13.42,Untitled (Correspondence from Conceptual Art Museum to Tom Marioni/MOCA). 1981.,"Conceptual Art Museum, Ottawa, Ontario, Canada",1981,Letter. with envelope. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.43,"Application Acknowledgement Card. March 2, 1981.",California Arts Council,1981,Card. Printed black on beige card stock with blue ball point pen additions. Printed on both sides.,3 1/2 x 5 1/2 in.
1995.46.13.44,"Untitled (Correspondence from Nicole Henkin to Tom Marioni/MOCA). March 3, 1981.","HENKIN, Nicole",1981,Holographic letter. Blue ball point pen on Nicole Henkin Photography stationery.,11 x 8 1/2 in.
1995.46.13.45,"Untitled (Correspondence from Tom to to Tom Marioni/MOCA). March 4, 1981.",,"March 4, 1981",Holographic letter. Black felt pen on The School of the Art Institute of Chicago stationery.,11 x 8 1/2 in.
1995.46.13.46,"Untitled (Correspondence from Fritz Maytag to Tom Marioni/MOCA). February 27, 1981.","Maytag, Fritz","February 27, 1981",Holographic letter with envelope. Black felt pen on Anchor Brewing Co. stationery.,9 x 8 1/2 in.
1995.46.13.47,Untitled (Correspondence from Kristine Von Jutrczenka to Tom Marioni/MOCA).,"VON JUTRCZENKA, Kristine",,Holographic letter. Black felt pen on Kristine Von Jutrczenka stationery.,11 x 8 1/2 in.
1995.46.13.48,"Untitled (Correspondence from Alene Valkanas to Tom Marioni/MOCA). January 6, 1981.","Valkanas, Alene","January 6, 1981",Letter. Black typescript on Museum of Contemporary Art stationery.,11 x 8 1/2 in.
1995.46.13.49,Untitled (Correspondence from Nancy Linn to Tom Marioni/MOCA).,"Linn, Nancy",,Letter. Black felt pen on photocopy.,11 x 8 1/2 in.
1995.46.13.50,Untitled (Correspondence from Karen Leigh Lindholm to Tom Marioni/MOCA).,"Lindholm, Karen Leigh",,Letter. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.51,"Untitled (Correspondence from James M. Miller, D.D.S. to Tom Marioni/MOCA). February 2, 1981.","Miller, James M., D.D.S.","February 2, 1981",Letter. black typescript on James M. Miller stationery. United States,11 x 8 1/2 in.
1995.46.13.52,"Untitled (Correspondence from Paule Anglim to Tom Marioni/MOCA). November 11, 1980.","Anglim, Paule",1980,Letter. Black typescript on Gallery Paule Anglim stationery.,11 x 8 1/2 in.
1995.46.13.53,"Untitled (Correspondence from Rudolf Kneipp to Tom Marioni/MOCA). August 20, 1980.","Kneipp, Rudolf","August 20, 1980",Holographic letter with envelope. black ball point pen on white paper.,6 1/2 x 4 3/4 in.
1995.46.13.54,"Untitled (Correspondence from Zygmunt Piotrowski to Tom Marioni/MOCA). October 24, 1980.","Piotrowski, Zygmunt","October 24, 1980",Letter with envelope. Black typescript on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.55,"Untitled (Correspondence from Linda Montano to Tom Marioni/MOCA). January 7, 1981.","Montano, Linda","January 7, 1981","Holographic letter, drawing, and business card with envelope. Letter:  Black ball point pen on red paper. Drawing:  Black ball point pen and grapihte on white paper. Business card:  Printed black on beige card stock.",12 x 9 1/8 in.
1995.46.13.56,Untitled (Correspondence from Serge Louveau to Tom Marioni/MOCA).,"Louveau, Serge",,Letter and receipt. Letter:  Black typescript on Centre Georges Pompidou stationery. Receipt:  Mimeographed. Printed black on receipt form. 1 rubber stamp.,11 3/4 x 8 1/4 in.
1995.46.13.57,"Untitled (Correspondence from Bob Smith to Tom Marioni/MOCA). June 29, 1981.","SMITH, Bob","June 29, 1981",Letter and proposal. Letter:  Black typescript on LAICA stationery. Proposal:  Corner stapled. Photocopy. Printed black on white paper. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.13.58,"Untitled (Correspondence from Corkey Herron to Tom Marioni/MOCA). July 6, 1981.","Herron, Corkey",1981,Letter. Black typescript on Columbia Shipping Inc. stationery.,11 x 8 1/2 in.
1995.46.13.59,"Untitled (Correspondence from Primo Ghirardelli to Tom Marioni/MOCA). July 4, 1981?","Ghirardelli, Primo",1981 ?,Letter with envelope. Photocopy. Printed black on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.60,"Untitled (Correspondence from Bob, Heidi & Matti to Tom Marioni/MOCA). nd.",,,Letter. Black typescript and blue ball point pen on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.61,"Untitled (Correspondence from Michael Haerdter to Tom Marioni/MOCA). July 13, 1981.","Haerdter, Michael",1981,Letter. Black typescript on photocopy.,11 3/4 x 8 1/4 in.
1995.46.13.62,"Untitled (Correspondence from Richard to Tom Marioni/MOCA). July 18, 1981.",,1981,Letter. Black typescript on Houston Fine Art Press stationery.,11 x 8 1/2 in.
1995.46.13.63,"Untitled (Correspondence from Karen McCrealy to Tom Marioni/MOCA). July 16, 1981.","McCready, Karen",1981,Holographic letter. Black felt pen on postcard.,4 x 6 in.
1995.46.13.64,"Untitled (Correspondence from Suzanne Foley to Tom Marioni/MOCA). July 20, 1981.","Foley, Suzanne",1981,Letter. Black typescript and blue felt pen on San Francisco Museum of Modern Art stationery.,11 x 8 1/2 in.
1995.46.13.65,"Untitled (Correspondence from Richard to Tom Marioni/MOCA). June 22, 1981.",,"June 22, 1981",Letter. Black typescript on Houston Fine Art Press stationery. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.13.66,"Untitled (Correspondence from Kirsten Martins to Tom Marioni/MOCA). July 22, 1981.","Martins, Kirsten","July 22, 1981",Letter. Black typescript on white paper.,11 3/4 x 8 1/4 in.
1995.46.13.67,"Untitled (Correspondence from Christopher C. Colt to Tom Marioni/MOCA). August 8, 1981.","Colt, Christopher C.",1981,Letter. Black typescript on David Anderson Gallery stationery.,11 x 8 1/2 in.
1995.46.13.68,Untitled (Correspondence from Kristine van Jutrczenka to Tom Marioni/MOCA).,"VAN JUTRCZENKA, Kristine",,Holographic letter with envelope. Blue felt pen on folded card.,6 1/2 x 4 3/4 in.
1995.46.13.69,"Untitled (Correspondence from Elka Spoerri to Tom Marioni/MOCA). August 6, 1981.","Spoerri, Elka","August 6, 1981",Letter with envelope. Black typescript on postcard.,4 x 5 3/4 in.
1995.46.13.70,Application Acknowledgment Card (Visual Arts Performance). 1981.,National Endowment for the Arts,1981,Application Acknowledgment card. Printed blue on white card stock with black ball point pen additions.,3 1/2 x 5 3/4 in.
1995.46.13.71,Application Acknowledgment card (Art Spaces). 1981.,National Endowment for the Arts,1981,Application Acknowledgment card. Printed blue on white card stock with blue ball point pen and red felt pen additions.,3 1/2 x 5 3/4 in.
1995.46.13.72,Untitled (Correspondence from Diane Shultz to Tom Marioni/MOCA). August 24. nd.,"Shultz, Diane",c. 1981,Holographic letter. Black ball point pen on multi-colored paper.,11 x 7 1/4 in.
1995.46.13.73,Untitled (Correspondence from Kathan Brown to Tom Marioni/MOCA). nd.,"Brown, Kathan",,Letter. Photocopy. Printed black on Crown Point Press stationery.,11 x 8 1/2 in.
1995.46.13.74,Untitled (Correspondence from Orhan Sahnler to Tom Marioni/MOCA). 1981.,"Sahnler, Orhan",1981,Letter. Printed black on Istanbul Sanat Bayram Art Festival stationery.,9 1/2 x 7 8/12 in.
1995.46.13.75,"Untitled (Correspondence from William Spurlock to Tom Marioni/MOCA). August 24, 1981.","Spurlock, William","August 24, 1981",Letter. Photocopy. Printed black on Santa Barbara Museum of Art stationery.,11 x 8 1/2 in.
1995.46.13.76,Untitled (Correspondence from Alan to Tom Marioni/MOCA). nd.,,,Holographic letter. Black felt pen on photocopy.,11 x 8 1/2 in.
1995.46.13.77,MAFIA EMPLOYMENT APPLICATION. nd.,,,Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.78,Untitled (Correspondence from The Selection Committee to Tom Marioni/MOCA).,,,Letter. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.13.79,"Untitled (Correspondence from Richard to Tom Marioni/MOCA). December 16, 1981.",,1981,Letter. Black typescript on Houston Fine Art Press stationery. Unpaginated. 2 pages.,11 x 8 1/2 in.
1995.46.14,MOCA Correspondence File 1982. 1982.,"Marioni, Tom",1982,File folder containing 75 pieces of correspondence.,
1995.46.14.1,"Untitled (Correspondence from Robert Barry to Tom Marioni/MOCA). December 10, 1982.","Barry, Robert",1982,Holographic letter with envelope. Blue ball point pen on Franklin Furnace stationery.,11 x 8 1/2 in.
1995.46.14.2,Untitled (Correspondence from Robert Barry to Tom Marioni/MOCA). 1982.,"Barry, Robert",1982,Holographic letter with envelope. Black ball point pen on white paper.,11 x 8 1/2 in.
1995.46.14.3,"Untitled (Correspondence from Harald Szeemann to Tom Marioni/MOCA). March 9, 1982.","Szeemann, Harald","March 9, 1982",Holographic letter. Black felt pen on color postcard.,4 1/4 x 6 in.
1995.46.14.4,"Untitled (Correspondence from Germano Celant to Tom Marioni/MOCA). February 14, 1982.","Celant, Germano",1982,Letter. Black typescript on postcard.,4 x 6 in.
1995.46.14.5,Untitled (Correspondence from Terry Fox to Tom Marioni/MOCA).,"Fox, Terry",,Holographic letter. Black ball point pen on Museum Folkwang Essen stationery.,11 3/4 x 8 1/4 in.
1995.46.14.6,Untitled (Correspondence from Robert Barry to Tom Marioni/MOCA). 1982.,"Barry, Robert",1982,Holographic letter. Black felt pen on postcard.,4 x 6 in.
1995.46.14.7,"Untitled (Correspondence from Daniel Buren to Tom Marioni/MOCA). February 5, 1981.","Buren, Daniel",1981,Letter. Black typescript and blue felt pen on white paper.,11 3/4 x 8 1/4 in.
1995.46.14.8,Untitled (Contribution).,"Coppola, Francis Ford; Coppola, Eleanor",,2 check stubs.,3 1/2 x 8 1/2 in.
1995.46.14.9,"Untitled (Correspondence from David Ross to Tom Marioni/MOCA). September 15, 1982.","Ross, David A.",1982,Letter. Black typescript on Institute of Contemporary Art stationery.,11 x 8 1/2 in.
1995.46.14.10,Untitled (Correspondence from Carol Adney to Tom Marioni/MOCA). May 8. nd.,"Adney, Carol",May 8,Letter. Black typescript and blue ball point pen on University of Colorado stationery.,7 x 8 1/2 in.
1995.46.14.11,Untitled (Correspondence from Carol Adney to Tom Marioni/MOCA). nd.,"Adney, Carol",nd.,Letter. Black typescript on University of Colorado stationery.,11 x 8 1/2 in.
1995.46.14.12,"Untitled (Correspondence from Pauline Oliveiros to Tom Marioni/MOCA). January 1, 1982.","Oliveiros, Pauline",1982,Letter. Photocopy. Printed black on white paper with black ball point pen additions.,11 x 8 1/2 in.
1995.46.14.13,"Untitled (Correspondence from Jean-Hubert to Tom Marioni/MOCA). February 22, 1982.",Jean-Hubert (Centre Georges Pompidou),"February 22, 1982",Holographic letter. Black felt pen on postcard.,4 1/4 x 6 in.
1995.46.14.14,Untitled (Correspondence from June Harris to Tom Marioni/MOCA).,"Harris, June",,Letter. Photocopy. Black typescript on photocopy.,11 x 8 1/2 in.
1995.46.14.15,Untitled (Correspondence from Alan Scarritt to Tom Marioni/MOCA). 1982.,"Scarritt, Alan",1982,Holographic letter with envelope. Black felt pen on page from a magazine.,7 1/2 x 10 3/4 in.
1995.46.14.16,"Untitled (Correspondence from Michael Haerdter to Tom Marioni/MOCA). January 14, 1982.","Haerdter, Michael",1982,Letter. Black ball point pen on photocopy.,11 3/4 x 8 1/4 in.
1995.46.14.17,"Untitled (Correspondence from Bill Satterlee to Tom Marioni/MOCA). May 28, 1982.","Satterlee, Bill","May 28, 1982",Letter. Black typescript on University of Wisconsin stationery.,8 1/2 x 5 1/2 in.
1995.46.14.18,"Untitled (Correspondence from Ronald Feldman to Margarete Roeder). February 26, 1982.","FELDMAN, Ronald",1982,Letter. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.14.19,"Untitled (Correspondence from Fred McCollough to Tom Marioni/MOCA). February 9, 1982.","McCollough, Fred, Jr.","February 9, 1982",Letter. Photocopy. Printed black on white paper.,11 x 8 1/2 in.
1995.46.14.20,"Untitled (Correspondence from Robert F. Hegarty to Tom Marioni/MOCA). January 13, 1982.","Hegarty, Robert F.",1982,Letter. Black typescript and black ball point pen on white paper.,11 x 8 1/2 in.
